,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-2.83324175824176,-3.849450549450545,-4.159890109890109,-3.7409340659340713,-2.6343406593406677,-1.1219780219780238,0.45796703296703967,1.7500000000000033,2.4060439560439524,2.3810439560439542,1.6931318681318681,0.5442307692307687,-0.9266483516483528
1,-5.704945054945048,-6.604120879120875,-6.636538461538456,-5.582417582417585,-3.645879120879119,-1.0788461538461547,1.5741758241758306,3.779670329670333,5.140109890109895,5.4318681318681294,4.756043956043954,3.3340659340659347,1.4615384615384601
2,-8.923626373626368,-9.602197802197797,-9.023901098901092,-7.232142857142856,-4.191208791208788,-0.24313186813186657,3.724725274725283,7.081318681318682,9.068406593406598,9.486813186813196,8.457967032967028,6.367582417582419,3.686813186813189
3,-11.6489010989011,-11.851648351648356,-10.736263736263735,-7.940384615384609,-3.619230769230777,1.7186813186813188,7.178296703296705,11.77170329670329,14.513186813186813,15.017857142857142,13.39697802197802,10.25851648351648,6.332692307692312
4,-13.317032967032967,-12.867857142857142,-10.969780219780217,-7.332417582417583,-2.009890109890113,4.537912087912088,11.209615384615384,16.818406593406596,20.18324175824176,20.73763736263736,18.59945054945056,14.45054945054946,9.272527472527466
5,-13.30247252747252,-12.153021978021979,-9.501923076923072,-5.19313186813187,0.7164835164835154,7.778296703296701,14.945604395604398,20.80769230769231,24.294505494505486,24.651373626373633,22.091483516483517,17.299725274725265,11.331043956043954
6,-11.604945054945057,-9.69340659340659,-6.358516483516486,-1.6052197802197756,4.517857142857137,11.415659340659344,18.086538461538467,23.354945054945052,26.083516483516483,25.88846153846153,22.917307692307695,17.763461538461538,11.463186813186809
7,-8.860164835164833,-6.39725274725275,-2.6065934065934018,2.347802197802194,8.306868131868129,14.645604395604401,20.274450549450552,24.22445054945055,25.697802197802197,24.590659340659347,21.204395604395604,16.03324175824176,9.860714285714288
8,-6.346703296703295,-3.5417582417582474,0.3304945054945124,5.150549450549446,10.565384615384621,16.007967032967027,20.362087912087905,22.817857142857136,22.937362637362632,21.06181318681319,17.560714285714287,12.81263736263736,7.333516483516481
9,-4.596428571428583,-1.6379120879120828,2.0543956043956104,6.185164835164841,10.626648351648354,14.736263736263735,17.713461538461537,18.825549450549445,17.99532967032967,15.851373626373633,12.698076923076927,8.948351648351647,4.640934065934063
10,-3.514285714285717,-0.4483516483516512,2.815934065934067,6.013186813186812,9.01538461538461,11.693406593406594,13.312087912087911,13.472802197802201,12.295329670329668,10.288461538461538,7.9346153846153875,5.304945054945055,2.46483516483517
11,-2.8329670329670322,0.216483516483517,3.085714285714282,5.248901098901101,6.984340659340661,8.260989010989013,8.93434065934066,8.662912087912092,7.600274725274726,6.211263736263735,4.595604395604393,2.911813186813188,1.1510989010989006
12,-2.3137362637362635,0.4123626373626296,2.748351648351647,4.2038461538461505,5.013186813186812,5.415109890109887,5.5063186813186835,5.3010989010989045,4.717307692307688,3.897527472527474,2.9681318681318714,1.8640109890109824,0.7181318681318722
